date,min,max,normal_min,normal_max,precipitation,precipitation_normal
20190411,71.0,56.0,76.7,54.5,3.45,1.82
20190412,67.0,55.0,77.0,54.8,3.45,1.82
20190413,75.0,50.0,77.3,55.1,3.45,1.83
20190414,83.0,55.0,77.6,55.4,3.45,1.83
20190415,82.0,66.0,77.9,55.7,3.45,1.84
20190416,69.0,52.0,78.2,56.0,3.55,1.84
20190417,79.0,50.0,78.6,56.3,3.55,1.85
20190418,85.0,57.0,78.9,56.7,3.55,1.85
20190419,90.0,61.0,79.2,57.0,3.55,1.85
20190420,89.0,68.0,79.6,57.3,3.55,1.86
20190421,80.0,62.0,79.9,57.7,3.55,1.86
20190422,80.0,62.0,80.3,58.0,3.55,1.86
20190423,87.0,68.0,80.6,58.4,3.55,1.87
20190424,91.0,65.0,81.0,58.7,3.55,1.87
20190425,96.0,68.0,81.3,59.1,3.55,1.87
20190426,96.0,70.0,81.7,59.4,3.55,1.88
20190427,96.0,71.0,82.1,59.8,3.55,1.88
20190428,94.0,71.0,82.4,60.1,3.55,1.88
20190429,80.0,59.0,82.8,60.5,3.80,1.89
20190430,79.0,56.0,83.2,60.8,3.80,1.89
20190501,75.0,60.0,83.5,61.2,3.80,1.89
20190502,82.0,59.0,83.9,61.5,3.80,1.9
20190503,87.0,62.0,84.3,61.8,3.80,1.9
20190504,91.0,64.0,84.7,62.2,3.80,1.91
20190505,91.0,66.0,85.0,62.5,3.80,1.91
20190506,83.0,63.0,85.4,62.8,3.80,1.91
20190507,85.0,62.0,85.8,63.2,3.80,1.92
20190508,87.0,63.0,86.1,63.5,3.80,1.92
20190509,75.0,57.0,86.5,63.8,4.25,1.93
20190510,76.0,55.0,86.9,64.1,4.51,1.93
20190511,82.0,62.0,87.2,64.4,4.51,1.93
20190512,88.0,64.0,87.6,64.7,4.51,1.94
20190513,93.0,68.0,88.0,65.1,4.51,1.94
20190514,93.0,72.0,88.3,65.3,4.51,1.94
20190515,91.0,71.0,88.7,65.6,4.51,1.95
20190516,77.0,60.0,89.0,65.9,4.51,1.95
20190517,73.0,55.0,89.3,66.2,4.51,1.95
20190518,81.0,58.0,89.7,66.5,4.51,1.96
20190519,73.0,56.0,90.0,66.8,4.51,1.96
20190520,73.0,54.0,90.4,67.1,4.51,1.97
20190521,76.0,55.0,90.7,67.3,4.51,1.97
20190522,67.0,55.0,91.0,67.6,4.60,1.97
20190523,69.0,53.0,91.4,67.9,4.60,1.98
20190524,78.0,60.0,91.7,68.1,4.60,1.98
20190525,86.0,63.0,92.0,68.4,4.60,1.99
20190526,76.0,57.0,92.3,68.7,4.60,1.99
20190527,73.0,52.0,92.7,68.9,4.60,1.99
20190528,81.0,61.0,93.0,69.2,4.60,2.0
20190529,84.0,63.0,93.3,69.5,4.60,2.0
20190530,88.0,68.0,93.6,69.8,4.60,2.01
20190531,92.0,70.0,93.9,70.0,4.60,2.01
20190601,91.0,68.0,94.3,70.3,4.60,2.01
20190602,92.0,69.0,94.6,70.6,4.60,2.02
20190603,93.0,71.0,94.9,70.9,4.60,2.02
20190604,98.0,71.0,95.2,71.2,4.60,2.02
20190605,102.0,77.0,95.5,71.4,4.60,2.02
20190606,102.0,83.0,95.8,71.7,4.60,2.03
20190607,97.0,79.0,96.2,72.0,4.60,2.03
20190608,91.0,76.0,96.5,72.3,4.60,2.03
20190609,91.0,72.0,96.8,72.6,4.60,2.03
20190610,97.0,71.0,97.1,72.9,4.60,2.04
20190611,103.0,76.0,97.4,73.2,4.60,2.04
20190612,107.0,79.0,97.7,73.5,4.60,2.04
20190613,106.0,84.0,98.0,73.8,4.60,2.04
20190614,98.0,79.0,98.4,74.1,4.60,2.05
20190615,103.0,76.0,98.7,74.5,4.60,2.05
20190616,101.0,79.0,99.0,74.8,4.60,2.05
20190617,100.0,77.0,99.3,75.1,4.60,2.05
20190618,101.0,79.0,99.6,75.4,4.60,2.05
20190619,106.0,81.0,99.9,75.7,4.60,2.05
20190620,103.0,84.0,100.2,76.0,4.60,2.06
20190621,97.0,77.0,100.4,76.3,4.60,2.06
20190622,89.0,74.0,100.7,76.6,4.60,2.06
20190623,94.0,70.0,101.0,76.9,4.60,2.06
20190624,102.0,72.0,101.3,77.2,4.60,2.06
20190625,100.0,80.0,101.5,77.5,4.60,2.07
20190626,99.0,78.0,101.8,77.8,4.60,2.07
20190627,99.0,78.0,102.0,78.0,4.60,2.07
20190628,102.0,77.0,102.3,78.3,4.60,2.07
20190629,103.0,79.0,102.5,78.6,4.60,2.08
20190630,101.0,83.0,102.7,78.8,4.60,2.08
20190701,104.0,80.0,102.9,79.1,4.60,2.09
20190702,104.0,81.0,103.1,79.3,4.60,2.09
20190703,100.0,78.0,103.3,79.5,4.60,2.1
20190704,100.0,77.0,103.5,79.7,4.60,2.1
20190705,102.0,76.0,103.6,79.9,4.60,2.11
20190706,103.0,79.0,103.8,80.1,4.60,2.12
20190707,101.0,81.0,103.9,80.3,4.60,2.13
20190708,99.0,77.0,104.0,80.5,4.60,2.14
20190709,103.0,78.0,104.2,80.6,4.60,2.15
20190710,106.0,78.0,104.3,80.8,4.60,2.16
20190711,109.0,82.0,104.3,80.9,4.60,2.17
20190712,109.0,89.0,104.4,81.0,4.63,2.18
20190713,111.0,83.0,104.5,81.1,4.63,2.19
20190714,110.0,88.0,104.5,81.2,4.63,2.21
20190715,109.0,87.0,104.6,81.3,4.63,2.22
20190716,108.0,83.0,104.6,81.3,4.63,2.24
20190717,105.0,83.0,104.6,81.4,4.63,2.25
20190718,106.0,83.0,104.7,81.4,4.63,2.27
20190719,103.0,82.0,104.7,81.5,4.63,2.29
20190720,105.0,81.0,104.6,81.5,4.63,2.3
20190721,109.0,81.0,104.6,81.5,4.63,2.32
20190722,109.0,86.0,104.6,81.5,4.63,2.33
20190723,104.0,91.0,104.6,81.5,4.63,2.35
20190724,100.0,88.0,104.5,81.5,4.63,2.36
20190725,99.0,87.0,104.5,81.5,4.63,2.38
20190726,106.0,86.0,104.4,81.4,4.63,2.39
20190727,107.0,86.0,104.3,81.4,4.63,2.41
20190728,110.0,87.0,104.3,81.4,4.63,2.43
20190729,112.0,90.0,104.2,81.3,4.63,2.45
20190730,108.0,89.0,104.1,81.3,4.63,2.46
20190731,96.0,78.0,104.0,81.2,4.64,2.48
20190801,104.0,79.0,103.9,81.1,4.64,2.49
20190802,108.0,84.0,103.8,81.0,4.64,2.51
20190803,110.0,86.0,103.7,81.0,4.64,2.52
20190804,110.0,87.0,103.6,80.9,4.64,2.53
20190805,113.0,86.0,103.5,80.8,4.64,2.55
20190806,108.0,88.0,103.4,80.7,4.64,2.56
20190807,106.0,80.0,103.3,80.6,4.64,2.57
20190808,102.0,76.0,103.2,80.5,4.64,2.58
20190809,104.0,82.0,103.1,80.4,4.64,2.59
20190810,102.0,78.0,103.0,80.3,4.64,2.6
20190811,100.0,77.0,102.8,80.2,4.64,2.61
20190812,104.0,76.0,102.7,80.0,4.64,2.62
20190813,106.0,80.0,102.6,79.9,4.64,2.63
20190814,108.0,80.0,102.4,79.8,4.64,2.64
20190815,110.0,84.0,102.3,79.7,4.64,2.65
20190816,108.0,82.0,102.2,79.5,4.64,2.66
20190817,106.0,83.0,102.0,79.4,4.64,2.67
20190818,104.0,78.0,101.9,79.2,4.64,2.68
20190819,105.0,78.0,101.7,79.1,4.64,2.69
20190820,107.0,78.0,101.6,78.9,4.64,2.7
20190821,109.0,79.0,101.4,78.8,4.64,2.71
20190822,106.0,83.0,101.3,78.6,4.64,2.73
20190823,105.0,83.0,101.1,78.4,4.64,2.74
20190824,106.0,82.0,100.9,78.2,4.64,2.75
20190825,107.0,82.0,100.7,78.0,4.64,2.75
20190826,108.0,84.0,100.5,77.8,4.64,2.76
20190827,109.0,84.0,100.3,77.6,4.64,2.77
20190828,110.0,86.0,100.1,77.4,4.64,2.78
20190829,107.0,85.0,99.9,77.1,4.64,2.79
20190830,108.0,86.0,99.6,76.9,4.64,2.8
20190831,109.0,82.0,99.4,76.6,4.64,2.81
20190901,110.0,79.0,99.1,76.3,4.64,2.82
20190902,102.0,82.0,98.9,76.1,4.64,2.83
20190903,106.0,83.0,98.6,75.8,4.64,2.84
20190904,108.0,84.0,98.3,75.5,4.64,2.85
20190905,103.0,86.0,98.0,75.2,4.64,2.86
20190906,106.0,83.0,97.7,74.9,4.64,2.87
20190907,106.0,83.0,97.4,74.5,4.64,2.88
20190908,96.0,77.0,97.1,74.2,4.64,2.89
20190909,97.0,73.0,96.7,73.8,4.64,2.9
20190910,93.0,76.0,96.4,73.5,4.64,2.91
20190911,91.0,70.0,96.0,73.1,4.64,2.92
20190912,93.0,72.0,95.7,72.7,4.64,2.93
20190913,98.0,71.0,95.3,72.3,4.64,2.94
20190914,102.0,73.0,94.9,71.9,4.64,2.95
20190915,102.0,75.0,94.5,71.5,4.64,2.96
20190916,95.0,80.0,94.1,71.1,4.64,2.97
20190917,89.0,72.0,93.7,70.7,4.64,2.97
20190918,93.0,68.0,93.3,70.3,4.64,2.98
20190919,87.0,71.0,92.8,69.9,4.64,2.99
20190920,83.0,65.0,92.4,69.4,4.64,3.0
20190921,86.0,63.0,92.0,69.0,4.64,3.0
20190922,89.0,64.0,91.5,68.6,4.64,3.01
20190923,90.0,71.0,91.1,68.1,4.88,3.02
20190924,94.0,65.0,90.6,67.7,4.88,3.03
20190925,94.0,70.0,90.1,67.2,4.88,3.03
20190926,88.0,74.0,89.7,66.8,4.88,3.04
20190927,92.0,69.0,89.2,66.3,4.88,3.04
20190928,88.0,67.0,88.8,65.9,4.88,3.05
20190929,76.0,61.0,88.3,65.5,4.88,3.05
20190930,79.0,57.0,87.8,65.0,4.88,3.06
20191001,79.0,57.0,87.4,64.6,4.88,3.07
20191002,80.0,56.0,86.9,64.1,4.88,3.07
20191003,87.0,56.0,86.4,63.7,4.88,3.08
20191004,87.0,66.0,86.0,63.3,4.88,3.08
20191005,84.0,59.0,85.5,62.9,4.88,3.09
20191006,84.0,61.0,85.1,62.4,4.88,3.1
20191007,87.0,61.0,84.6,62.0,4.88,3.1
20191008,90.0,62.0,84.1,61.6,4.88,3.11
20191009,92.0,65.0,83.7,61.2,4.88,3.12
20191010,68.0,54.0,83.2,60.8,4.88,3.13
20191011,72.0,49.0,82.8,60.4,4.88,3.13
20191012,77.0,50.0,82.3,60.0,4.88,3.14
20191013,80.0,51.0,81.9,59.6,4.88,3.15
20191014,81.0,56.0,81.5,59.2,4.88,3.16
20191015,85.0,58.0,81.0,58.8,4.88,3.16
20191016,87.0,59.0,80.6,58.4,4.88,3.17
20191017,85.0,66.0,80.1,58.0,4.88,3.18
20191018,77.0,59.0,79.7,57.6,4.88,3.19
20191019,79.0,53.0,79.3,57.3,4.88,3.2
20191020,74.0,58.0,78.8,56.9,4.88,3.21
20191021,79.0,54.0,78.4,56.5,4.88,3.22
20191022,83.0,57.0,77.9,56.1,4.88,3.23
20191023,85.0,59.0,77.5,55.8,4.88,3.24
20191024,74.0,58.0,77.1,55.4,4.88,3.25
20191025,78.0,55.0,76.6,55.0,4.88,3.26
20191026,81.0,55.0,76.2,54.6,4.88,3.27
20191027,75.0,51.0,75.7,54.2,4.88,3.28
20191028,58.0,44.0,75.3,53.9,4.88,3.3
20191029,65.0,41.0,74.8,53.5,4.88,3.31
20191030,53.0,36.0,74.3,53.1,4.88,3.32
20191031,61.0,36.0,73.9,52.7,4.88,3.33
20191101,69.0,41.0,73.4,52.3,4.88,3.34
20191102,74.0,45.0,72.9,51.9,4.88,3.35
20191103,75.0,48.0,72.5,51.5,4.88,3.36
20191104,77.0,50.0,72.0,51.1,4.88,3.37
20191105,79.0,51.0,71.5,50.7,4.88,3.39
20191106,78.0,52.0,71.0,50.3,4.88,3.4
20191107,78.0,52.0,70.5,49.9,4.88,3.41
20191108,80.0,52.0,70.0,49.5,4.88,3.42
20191109,79.0,51.0,69.5,49.1,4.88,3.43
20191110,76.0,49.0,69.0,48.7,4.88,3.44
20191111,80.0,51.0,68.5,48.3,4.88,3.46
20191112,75.0,51.0,68.0,47.8,4.88,3.47
20191113,75.0,51.0,67.5,47.4,4.88,3.48
20191114,74.0,53.0,67.0,47.0,4.88,3.49
20191115,75.0,57.0,66.5,46.6,4.88,3.5
20191116,79.0,52.0,66.0,46.2,4.88,3.52
20191117,76.0,52.0,65.5,45.8,4.88,3.53
20191118,78.0,53.0,65.0,45.4,4.88,3.54
20191119,81.0,52.0,64.5,45.0,4.91,3.55
20191120,62.0,46.0,64.0,44.6,5.58,3.56
20191121,56.0,46.0,63.5,44.2,5.58,3.57
20191122,58.0,43.0,63.0,43.8,5.58,3.58
20191123,61.0,44.0,62.5,43.4,5.58,3.6
20191124,63.0,42.0,62.1,43.1,5.58,3.61
20191125,65.0,41.0,61.6,42.7,5.58,3.62
20191126,51.0,44.0,61.2,42.4,5.58,3.64
20191127,58.0,45.0,60.8,42.0,5.58,3.65
20191128,50.0,41.0,60.4,41.7,5.94,3.66
20191129,48.0,39.0,60.0,41.4,5.94,3.68
20191130,50.0,34.0,59.6,41.1,5.94,3.69
20191201,51.0,41.0,59.2,40.8,5.94,3.7
20191202,57.0,40.0,58.9,40.5,5.94,3.71
20191203,59.0,44.0,58.5,40.3,5.94,3.73
20191204,55.0,48.0,58.2,40.0,6.28,3.74
20191205,61.0,46.0,57.9,39.8,6.28,3.75
20191206,60.0,47.0,57.7,39.6,6.28,3.77
20191207,59.0,50.0,57.4,39.4,6.28,3.78
20191208,64.0,52.0,57.2,39.2,6.28,3.79
20191209,63.0,47.0,56.9,39.0,6.28,3.8
20191210,58.0,42.0,56.7,38.8,6.28,3.82
20191211,59.0,42.0,56.6,38.7,6.28,3.83
20191212,58.0,43.0,56.4,38.6,6.28,3.85
20191213,60.0,42.0,56.2,38.5,6.28,3.86
20191214,60.0,44.0,56.1,38.4,6.28,3.88
20191215,57.0,45.0,56.0,38.3,6.35,3.89
20191216,50.0,38.0,55.9,38.2,6.35,3.91
20191217,50.0,32.0,55.9,38.1,6.35,3.93
20191218,50.0,35.0,55.8,38.1,6.35,3.94
20191219,57.0,35.0,55.8,38.1,6.35,3.96
20191220,57.0,37.0,55.8,38.0,6.35,3.98
20191221,58.0,40.0,55.7,38.0,6.35,3.99
20191222,54.0,43.0,55.8,38.0,6.35,4.01
20191223,54.0,45.0,55.8,38.0,6.51,4.03
20191224,55.0,44.0,55.8,38.0,6.51,4.05
20191225,52.0,42.0,55.9,38.1,6.51,4.07
20191226,46.0,42.0,55.9,38.1,6.84,4.09
20191227,53.0,41.0,56.0,38.1,6.87,4.11
20191228,50.0,38.0,56.0,38.2,6.87,4.13
20191229,47.0,33.0,56.1,38.2,6.87,4.15
20191230,53.0,38.0,56.2,38.3,6.87,4.17
20191231,56.0,39.0,56.3,38.3,6.87,4.19
20200101,52.0,38.0,56.4,38.4,0.00,0.02
20200102,61.0,39.0,56.5,38.4,0.00,0.04
20200103,60.0,39.0,56.6,38.5,0.00,0.06
20200104,58.0,39.0,56.7,38.5,0.00,0.08
20200105,58.0,39.0,56.8,38.6,0.00,0.1
20200106,60.0,38.0,56.9,38.7,0.00,0.12
20200107,60.0,38.0,57.0,38.7,0.00,0.14
20200108,62.0,39.0,57.2,38.8,0.00,0.16
20200109,57.0,43.0,57.3,38.9,0.00,0.17
20200110,55.0,40.0,57.4,38.9,0.00,0.19
20200111,53.0,34.0,57.5,39.0,0.00,0.21
20200112,53.0,34.0,57.6,39.1,0.00,0.23
20200113,56.0,36.0,57.7,39.1,0.00,0.25
20200114,58.0,37.0,57.8,39.2,0.00,0.26
20200115,57.0,38.0,57.9,39.3,0.00,0.28
20200116,60.0,38.0,58.0,39.3,0.00,0.3
20200117,58.0,44.0,58.1,39.4,0.00,0.32
20200118,58.0,37.0,58.2,39.5,0.00,0.33
20200119,65.0,39.0,58.3,39.5,0.00,0.35
20200120,61.0,51.0,58.4,39.6,0.00,0.36
20200121,61.0,48.0,58.5,39.7,0.00,0.38
20200122,61.0,44.0,58.6,39.8,0.00,0.39
20200123,66.0,44.0,58.7,39.9,0.00,0.4
20200124,66.0,44.0,58.8,40.0,0.00,0.42
20200125,66.0,44.0,58.9,40.1,0.00,0.43
20200126,65.0,45.0,59.0,40.1,0.00,0.45
20200127,68.0,49.0,59.1,40.3,0.00,0.47
20200128,63.0,45.0,59.3,40.4,0.00,0.48
20200129,64.0,43.0,59.4,40.5,0.00,0.5
20200130,64.0,41.0,59.5,40.6,0.00,0.52
20200131,64.0,43.0,59.6,40.7,0.00,0.54
20200201,70.0,43.0,59.8,40.8,0.00,0.56
20200202,77.0,43.0,59.9,41.0,0.00,0.58
20200203,52.0,38.0,60.1,41.1,0.00,0.6
20200204,49.0,36.0,60.2,41.3,0.00,0.62
20200205,51.0,31.0,60.4,41.4,0.00,0.65
20200206,61.0,37.0,60.5,41.6,0.00,0.67
20200207,69.0,43.0,60.7,41.8,0.00,0.69
20200208,68.0,43.0,60.9,42.0,0.00,0.71
20200209,56.0,45.0,61.1,42.1,0.05,0.74
20200210,64.0,44.0,61.3,42.3,0.07,0.76
20200211,59.0,44.0,61.5,42.5,0.07,0.79
20200212,63.0,39.0,61.7,42.7,0.07,0.82
20200213,64.0,41.0,61.9,42.9,0.07,0.84
20200214,66.0,41.0,62.2,43.2,0.07,0.87
20200215,66.0,43.0,62.4,43.4,0.07,0.9
20200216,69.0,46.0,62.6,43.6,0.07,0.94
20200217,71.0,49.0,62.9,43.8,0.07,0.97
20200218,62.0,47.0,63.2,44.1,0.07,1.0
20200219,65.0,43.0,63.4,44.3,0.07,1.03
20200220,65.0,41.0,63.7,44.5,0.07,1.07
20200221,69.0,45.0,64.0,44.8,0.07,1.1
20200222,59.0,49.0,64.2,45.0,0.25,1.13
20200223,69.0,48.0,64.5,45.2,0.30,1.16
20200224,70.0,49.0,64.8,45.5,0.30,1.19
20200225,60.0,49.0,65.1,45.7,0.30,1.22
20200226,63.0,42.0,65.4,45.9,0.30,1.25
20200227,71.0,43.0,65.7,46.2,0.30,1.27
20200228,70.0,50.0,66.0,46.4,0.30,1.3
20200229,68.0,49.0,66.1,46.5,0.30,1.3
20200301,65.0,45.0,66.3,46.6,0.52,1.32
20200302,63.0,43.0,66.6,46.8,0.62,1.34
20200303,72.0,53.0,66.9,47.0,0.62,1.37
20200304,73.0,49.0,67.2,47.3,0.62,1.39
20200305,75.0,50.0,67.5,47.5,0.62,1.41
20200306,78.0,53.0,67.7,47.7,0.62,1.43
20200307,75.0,57.0,68.0,47.9,0.62,1.45
20200308,68.0,54.0,68.3,48.1,0.62,1.47
20200309,71.0,51.0,68.6,48.3,0.62,1.48
20200310,60.0,53.0,68.9,48.4,1.07,1.5
20200311,69.0,53.0,69.1,48.6,1.12,1.52
20200312,70.0,53.0,69.4,48.8,1.89,1.53
20200313,62.0,54.0,69.7,49.0,1.90,1.55
20200314,68.0,52.0,69.9,49.1,1.90,1.56
20200315,69.0,52.0,70.2,49.3,1.90,1.58
20200316,67.0,50.0,70.4,49.5,1.90,1.59
20200317,61.0,50.0,70.7,49.6,1.90,1.6
20200318,58.0,46.0,70.9,49.8,1.90,1.61
20200319,60.0,45.0,71.2,50.0,1.91,1.62
20200320,60.0,45.0,71.4,50.1,1.91,1.64
20200321,67.0,50.0,71.6,50.3,1.91,1.65
20200322,68.0,48.0,71.9,50.4,1.91,1.66
20200323,67.0,51.0,72.1,50.6,1.92,1.67
20200324,70.0,52.0,72.3,50.7,1.92,1.68
20200325,68.0,52.0,72.6,50.9,1.92,1.69
20200326,62.0,46.0,72.8,51.1,1.92,1.69
20200327,62.0,44.0,73.0,51.2,1.92,1.7
20200328,67.0,45.0,73.2,51.4,1.92,1.71
20200329,67.0,53.0,73.5,51.6,1.94,1.72
20200330,72.0,49.0,73.7,51.8,1.94,1.73
20200331,76.0,51.0,73.9,52.0,1.94,1.74
20200401,82.0,56.0,74.2,52.2,1.94,1.75
20200402,70.0,56.0,74.4,52.4,1.94,1.76
20200403,73.0,52.0,74.6,52.6,1.94,1.76
20200404,77.0,51.0,74.9,52.8,1.94,1.77
20200405,75.0,56.0,75.1,53.0,1.94,1.78
20200406,68.0,55.0,75.4,53.3,1.94,1.79
20200407,65.0,55.0,75.6,53.5,1.99,1.79
20200408,71.0,51.0,75.9,53.7,1.99,1.8
20200409,61.0,48.0,76.2,54.0,1.99,1.81
20200410,62.0,52.0,76.5,54.3,1.99,1.81
20200411,76.0,51.0,76.7,54.5,1.99,1.82
20200412,76.0,58.0,77.0,54.8,2.10,1.82
20200413,75.0,54.0,77.3,55.1,2.10,1.83
20200414,69.0,51.0,77.6,55.4,2.10,1.83
20200415,79.0,50.0,77.9,55.7,2.10,1.84
20200416,81.0,59.0,78.2,56.0,2.10,1.84
20200417,77.0,60.0,78.6,56.3,2.10,1.85
20200418,72.0,56.0,78.9,56.7,2.11,1.85
20200419,81.0,57.0,79.2,57.0,2.11,1.85
20200420,79.0,59.0,79.6,57.3,2.31,1.86
20200421,79.0,58.0,79.9,57.7,2.31,1.86
20200422,88.0,60.0,80.3,58.0,2.31,1.86
20200423,91.0,66.0,80.6,58.4,2.31,1.87
20200424,87.0,69.0,81.0,58.7,2.31,1.87
20200425,91.0,65.0,81.3,59.1,2.31,1.87
20200426,95.0,73.0,81.7,59.4,2.31,1.88
20200427,94.0,69.0,82.1,59.8,2.31,1.88
20200428,97.0,71.0,82.4,60.1,2.31,1.88
20200429,99.0,73.0,82.8,60.5,2.31,1.89
20200430,97.0,79.0,83.2,60.8,2.31,1.89
20200501,94.0,71.0,83.5,61.2,2.31,1.89
20200502,91.0,70.0,83.9,61.5,2.31,1.9
20200503,91.0,68.0,84.3,61.8,2.31,1.9
20200504,88.0,68.0,84.7,62.2,2.31,1.91
20200505,93.0,64.0,85.0,62.5,2.31,1.91
20200506,101.0,69.0,85.4,62.8,2.31,1.91
20200507,93.0,73.0,85.8,63.2,2.31,1.92
20200508,94.0,69.0,86.1,63.5,2.31,1.92
20200509,100.0,69.0,86.5,63.8,2.31,1.93
20200510,99.0,76.0,86.9,64.1,2.31,1.93
20200511,91.0,73.0,87.2,64.4,2.31,1.93
20200512,83.0,67.0,87.6,64.7,2.31,1.94
20200513,84.0,62.0,88.0,65.1,2.31,1.94
20200514,86.0,63.0,88.3,65.3,2.31,1.94
20200515,89.0,67.0,88.7,65.6,2.31,1.95
20200516,92.0,71.0,89.0,65.9,2.31,1.95
20200517,94.0,75.0,89.3,66.2,2.31,1.95
20200518,89.0,67.0,89.7,66.5,2.31,1.96
20200519,74.0,58.0,90.0,66.8,2.31,1.96
20200520,79.0,57.0,90.4,67.1,2.31,1.97
20200521,86.0,63.0,90.7,67.3,2.31,1.97
20200522,89.0,69.0,91.0,67.6,2.31,1.97
20200523,82.0,65.0,91.4,67.9,2.31,1.98
20200524,88.0,65.0,91.7,68.1,2.31,1.98
20200525,90.0,68.0,92.0,68.4,2.31,1.99
20200526,100.0,69.0,92.3,68.7,2.31,1.99
20200527,107.0,78.0,92.7,68.9,2.31,1.99
20200528,108.0,80.0,93.0,69.2,2.31,2.0
20200529,106.0,80.0,93.3,69.5,2.31,2.0
20200530,100.0,80.0,93.6,69.8,2.31,2.01
20200531,96.0,71.0,93.9,70.0,2.31,2.01
20200601,99.0,74.0,94.3,70.3,2.31,2.01
20200602,101.0,78.0,94.6,70.6,2.31,2.02
20200603,104.0,81.0,94.9,70.9,2.31,2.02
20200604,107.0,81.0,95.2,71.2,2.31,2.02
20200605,101.0,79.0,95.5,71.4,2.31,2.02
20200606,87.0,69.0,95.8,71.7,2.31,2.03
20200607,85.0,64.0,96.2,72.0,2.31,2.03
20200608,79.0,60.0,96.5,72.3,2.31,2.03
20200609,87.0,62.0,96.8,72.6,2.31,2.03
20200610,96.0,67.0,97.1,72.9,2.31,2.04
20200611,103.0,72.0,97.4,73.2,2.31,2.04
20200612,102.0,75.0,97.7,73.5,2.31,2.04
20200613,90.0,71.0,98.0,73.8,2.31,2.04
20200614,94.0,69.0,98.4,74.1,2.31,2.05
20200615,99.0,73.0,98.7,74.5,2.31,2.05
20200616,96.0,78.0,99.0,74.8,2.31,2.05
20200617,94.0,72.0,99.3,75.1,2.31,2.05
20200618,95.0,74.0,99.6,75.4,2.31,2.05
20200619,99.0,74.0,99.9,75.7,2.31,2.05
20200620,104.0,77.0,100.2,76.0,2.31,2.06
20200621,107.0,82.0,100.4,76.3,2.31,2.06
20200622,109.0,82.0,100.7,76.6,2.31,2.06
20200623,108.0,84.0,101.0,76.9,2.31,2.06
20200624,107.0,81.0,101.3,77.2,2.31,2.06
20200625,107.0,85.0,101.5,77.5,2.31,2.07
20200626,103.0,82.0,101.8,77.8,2.31,2.07
20200627,107.0,80.0,102.0,78.0,2.31,2.07
20200628,101.0,77.0,102.3,78.3,2.31,2.07
20200629,88.0,69.0,102.5,78.6,2.31,2.08
20200630,95.0,70.0,102.7,78.8,2.31,2.08
20200701,98.0,75.0,102.9,79.1,2.31,2.09
20200702,100.0,78.0,103.1,79.3,2.31,2.09
20200703,103.0,79.0,103.3,79.5,2.31,2.1
20200704,105.0,80.0,103.5,79.7,2.31,2.1
20200705,107.0,81.0,103.6,79.9,2.31,2.11
20200706,108.0,82.0,103.8,80.1,2.31,2.12
20200707,105.0,84.0,103.9,80.3,2.31,2.13
20200708,104.0,81.0,104.0,80.5,2.31,2.14
20200709,106.0,80.0,104.2,80.6,2.31,2.15
20200710,109.0,80.0,104.3,80.8,2.31,2.16
20200711,111.0,87.0,104.3,80.9,2.31,2.17
20200712,113.0,94.0,104.4,81.0,2.31,2.18
20200713,110.0,93.0,104.5,81.1,2.31,2.19
20200714,107.0,87.0,104.5,81.2,2.31,2.21
20200715,106.0,81.0,104.6,81.3,2.31,2.22
20200716,107.0,82.0,104.6,81.3,2.31,2.24
20200717,107.0,84.0,104.6,81.4,2.31,2.25
20200718,109.0,84.0,104.7,81.4,2.31,2.27
20200719,108.0,84.0,104.7,81.5,2.31,2.29
20200720,108.0,89.0,104.6,81.5,2.31,2.3
20200721,108.0,83.0,104.6,81.5,2.31,2.32
20200722,104.0,86.0,104.6,81.5,2.31,2.33
20200723,104.0,83.0,104.6,81.5,2.31,2.35
20200724,101.0,80.0,104.5,81.5,2.31,2.36
20200725,103.0,80.0,104.5,81.5,2.31,2.38
20200726,104.0,82.0,104.4,81.4,2.31,2.39
20200727,107.0,84.0,104.3,81.4,2.31,2.41
20200728,108.0,82.0,104.3,81.4,2.31,2.43
20200729,111.0,83.0,104.2,81.3,2.31,2.45
20200730,110.0,82.0,104.1,81.3,2.31,2.46
20200731,112.0,88.0,104.0,81.2,2.31,2.48
20200801,112.0,92.0,103.9,81.1,2.31,2.49
20200802,108.0,86.0,103.8,81.0,2.31,2.51
20200803,108.0,81.0,103.7,81.0,2.31,2.52
20200804,106.0,82.0,103.6,80.9,2.31,2.53
20200805,103.0,82.0,103.5,80.8,2.31,2.55
20200806,101.0,79.0,103.4,80.7,2.31,2.56
20200807,101.0,74.0,103.3,80.6,2.31,2.57
20200808,103.0,77.0,103.2,80.5,2.31,2.58
20200809,104.0,76.0,103.1,80.4,2.31,2.59
20200810,105.0,78.0,103.0,80.3,2.31,2.6
20200811,106.0,84.0,102.8,80.2,2.31,2.61
20200812,106.0,83.0,102.7,80.0,2.31,2.62
20200813,108.0,83.0,102.6,79.9,2.31,2.63
20200814,110.0,84.0,102.4,79.8,2.31,2.64
20200815,113.0,87.0,102.3,79.7,2.31,2.65
20200816,113.0,87.0,102.2,79.5,2.31,2.66
20200817,112.0,89.0,102.0,79.4,2.31,2.67
20200818,114.0,89.0,101.9,79.2,2.31,2.68
20200819,113.0,89.0,101.7,79.1,2.31,2.69
20200820,112.0,87.0,101.6,78.9,2.31,2.7
